date,a,b,c
,316.288416,623.992245,952.503013
,315.639432,625.444697,952.493195
,315.754063,626.95588,950.53604
,315.207615,628.102688,947.795344
,315.003758,629.848314,944.950939
,314.513963,631.673103,942.054021
,314.394468,633.461395,939.585032
,314.201448,634.799795,937.850449
,313.852885,636.166533,938.127793
,313.466605,636.876558,937.893487
,313.058486,637.432645,940.550144
,313.331715,637.516707,943.418198
,313.098441,637.652818,947.064642
,313.420843,636.869518,950.025978
,313.231809,635.777013,953.634748
,313.619055,635.218542,956.173294
,313.373887,633.480887,958.18976
,313.934389,632.551714,958.311344
,313.822836,630.772606,957.511187
,313.675988,629.827664,955.365682
,314.037545,629.009376,953.081357
,314.387647,628.88149,949.541516
,314.609567,628.287993,947.332282
,314.46484,628.338757,944.752118
,315.857812,629.591219,943.923452
,316.238821,630.142857,943.336501
,316.41622,631.357014,945.084274
,316.965459,633.196671,947.343828
,316.6922,634.296585,950.491952
,317.810184,636.516592,953.590545
,318.136224,637.519523,957.188644
,319.066519,639.940063,960.963948
,319.748914,640.749173,963.035501
,320.107938,642.242213,964.938289
,320.684948,642.917719,964.623477
,320.913213,643.396416,963.303087
,321.10598,643.702472,961.06799
,321.278282,643.152202,957.709255
,321.210596,642.356918,955.594181
,322.084491,641.576893,952.121066
,322.544878,640.2078,949.836127
,322.080278,639.702364,948.977619
,322.645963,638.490639,950.163302
,322.865607,637.179996,951.230767
,322.658623,636.451931,954.208884
,321.958431,635.089536,956.945202
,322.328813,634.535031,960.886252
,322.434391,634.195287,964.605221
,322.433826,634.832511,967.565794
,322.243252,634.921655,969.71725
,321.514621,635.634324,970.413718
,321.767845,637.566174,970.270537
,321.538428,638.269775,968.46663
,320.73196,640.021569,966.150765
,321.559461,641.960568,963.37644
,320.52466,643.273582,959.725566
,320.301067,645.008322,957.709407
,320.063359,646.743911,955.937322
,320.117259,647.887696,955.357062
,319.439124,649.257981,956.66561
,319.893916,649.279419,958.378117
,319.276007,650.023166,961.292481
,319.7389,649.294704,964.625608
,319.27593,648.985647,968.15491
,319.571693,648.53113,971.860924
,319.40769,647.378603,974.755848
,319.123652,645.950422,975.401695
,319.423085,644.691232,976.276997
,319.68105,643.421069,975.165209
,320.084853,642.13034,973.723746
,320.465858,641.646592,971.093261
,320.608896,640.780119,967.671125
,320.978376,640.355503,964.76521
,321.107881,640.514091,962.594029
,322.045735,641.198069,961.383797
,322.469868,642.450135,961.50429
,322.884901,643.329889,962.261236
,322.300933,644.426807,965.25531
,323.467732,646.260188,968.092823
,323.396454,648.006391,972.638719
,324.762218,649.258628,976.119629
,325.199269,651.418607,979.588385
,326.154308,653.005167,981.060462
,326.090053,654.461872,982.597572
,326.370677,654.765087,982.778407
,327.125357,655.631938,981.241282
,327.54052,655.854951,978.918381
,327.393638,654.651689,975.853246
,327.955956,654.540147,973.51754
,328.159457,654.025248,970.150471
,328.075426,652.774932,968.750191
,328.697604,651.860478,968.094331
,328.813482,651.049039,968.025817
,329.127816,648.493458,969.134198
,329.197266,647.516656,971.986953
,328.981151,647.130645,975.282559
,328.232147,646.153741,978.919541
,328.782161,646.363491,982.607374
,328.399468,646.588193,985.403406
,328.291319,647.0806,987.838551
,328.196138,647.842875,988.887873
,327.8297,649.038086,987.908376
,326.958599,650.605191,986.485689
,327.376393,652.373742,983.632589
,326.966742,654.069194,980.998027
,326.407491,655.778782,978.114887
,326.366923,657.619156,975.003135
,326.237284,658.733074,973.985196
,326.052624,659.70218,972.776533
,325.636993,661.146994,974.107694
,325.963616,661.377036,976.100619
,325.14941,661.687026,978.998402
,325.849111,661.98587,982.844104
,325.02861,660.904877,986.541863
,325.56492,659.785897,989.804986
,325.694725,658.168127,992.283784
,325.391778,657.696288,993.892544
,325.850185,656.466455,994.457187
,325.485091,655.132341,993.78981
,326.016282,654.606815,991.246253
,326.16922,652.926152,988.761702
,326.690302,652.916587,986.377676
,326.839226,652.73935,983.271786
,326.673451,652.854371,981.588499
,327.812062,652.952639,979.569075
,327.752542,654.097505,979.123867
,328.23863,654.779167,980.750721
,329.480138,656.378719,982.935194
,329.528428,658.421313,986.15134
,330.055371,660.281433,989.674757
,330.366845,661.373595,993.346581
,330.600533,663.732448,997.337959
,331.248143,664.589277,999.018449
,332.156865,666.33677,1000.499165
,332.948856,666.914304,1000.086791
,332.554135,667.276046,998.467174
,332.661284,667.382077,996.552257
,333.890982,667.404566,994.470122
,333.893038,666.897075,991.168649
,334.366935,665.839513,988.257174
,334.121842,664.792755,985.779143
,334.658195,663.839555,985.303304
,335.214794,662.295788,985.589802
,334.309255,660.914901,987.402619
,333.910219,659.837506,990.038002
,335.050879,659.05172,993.627502
,334.605998,658.374366,997.248216
,334.251758,658.070038,1000.043482
,334.554153,658.338491,1004.131297
,334.192966,659.356301,1005.704205
,334.532546,660.093391,1006.935947
,333.753421,661.060146,1006.048535
,333.785042,662.968104,1004.497933
,333.252477,664.631894,1001.899364
,333.440004,665.793993,999.295014
,333.099201,667.384975,995.954274
,332.765004,669.249415,993.513189
,332.205443,670.301204,992.145686
,331.312756,672.243851,991.595521
,331.530725,673.120945,992.427123
,331.368887,673.473254,994.261014
,331.220438,673.865326,997.400426
,331.37006,673.615905,1000.497712
,331.734066,673.041164,1004.491082
,331.072541,671.908374,1007.751647
,330.807537,671.103794,1010.332181
,332.381909,669.723992,1012.106607
,331.552868,669.114207,1012.60098
,331.622004,667.123898,1011.529141
,331.826574,665.865462,1009.924246
,332.028143,665.008959,1007.057928
,332.277389,664.534312,1004.103884
,332.971134,664.668015,1001.56428
,333.006512,664.424663,998.883721
,333.622527,665.581411,997.99147
,333.854524,666.194193,997.495098
,334.392312,667.369,999.641409
,334.815974,668.374811,1001.421636
,335.48778,670.464354,1004.623247
,334.979491,671.841146,1008.458603
,336.61278,673.997132,1011.998211
,337.256607,675.135099,1015.044445
,337.660173,676.647756,1017.160241
,338.00568,678.372172,1018.461596
,337.949227,678.298762,1018.230787
,338.417308,679.134782,1017.627196
,338.998285,680.116477,1015.021561
,339.457123,679.432425,1011.721289
,339.608734,678.453277,1008.997939
,340.120981,678.127241,1006.168544
,340.681193,676.944959,1004.392763
,339.69682,675.615232,1003.128054
,340.092697,674.601683,1003.71938
,340.941126,673.487713,1006.082963
,340.823059,672.035064,1007.627927
,340.749065,671.133261,1011.241743
,340.678054,670.060447,1015.372442
,339.960989,669.607862,1018.604095
,339.70885,670.547492,1021.611042
,339.831805,670.656201,1023.550641
,339.671448,671.810427,1024.771574
,339.474776,672.948066,1024.154098
,339.600379,674.523697,1021.856434
,339.068101,676.090599,1020.073788
,339.660773,677.894322,1017.13189
,338.874428,679.603313,1014.57187
,338.74989,680.95383,1011.399305
,338.446419,682.670599,1010.099868
,337.789529,683.897976,1009.339283
,337.5261,685.038167,1010.059746
,337.547531,685.178917,1012.354611
,337.574976,685.598234,1015.085729
,337.310899,685.106081,1019.062714
,337.470785,684.777056,1022.549949
,337.316129,683.754256,1026.165597
,337.049276,682.579631,1028.673401
,337.499652,681.828135,1030.222408
,337.736634,679.745896,1030.50615
,337.535412,679.358039,1029.727041
,338.305731,678.282285,1027.969039
,338.216895,677.498843,1025.199734
,338.363254,676.205173,1021.814853
,338.494865,676.439919,1018.559419
,338.877844,676.710218,1016.672229
,339.642751,676.979163,1015.543552
,340.259312,678.66016,1015.719161
,340.75036,679.269382,1016.787793
,340.96188,680.463947,1019.435389
,341.53075,682.114191,1022.84738
,341.768807,684.116287,1026.474506
,342.496703,686.020206,1029.949246
,342.767937,687.269901,1031.891007
,343.991544,688.659456,1035.44093
,344.09131,689.685339,1036.794443
,344.090536,690.703347,1037.337483
,345.172438,691.686529,1034.87725
,344.872596,691.782016,1032.748884
,345.308177,691.405371,1030.13656
,345.370806,690.461935,1026.784602
,345.876006,689.423267,1024.411066
,346.424646,688.741729,1022.335093
,346.565967,687.560161,1021.477907
,346.200787,685.916061,1021.77291
,346.956695,685.334826,1022.992274
,346.819411,684.098425,1025.670664
,346.412358,683.244372,1030.16475
,346.332486,683.263006,1032.607778
,346.295548,682.385404,1036.840965
,346.217311,682.792942,1040.17287
,346.124717,683.221857,1041.847229
,346.129742,684.119716,1042.466925
,345.462152,685.048811,1041.634074
,346.184824,686.031729,1040.367109
,345.693382,688.116985,1037.556523
,345.286557,690.228134,1034.988348
,345.310095,691.762427,1032.223205
,344.541444,693.455185,1029.595823
,344.556009,695.01479,1028.147633
,343.905405,696.200851,1027.990855
,344.140919,696.795981,1028.306124
,343.909438,697.149508,1030.45571
,343.606483,697.509474,1032.673223
,343.328302,696.961582,1037.177562
,343.886873,696.821231,1040.520954
,344.000932,696.010267,1044.136121
,343.755088,694.844143,1046.603638
,343.343857,694.067271,1048.087028
,344.019963,693.227851,1048.499945
,343.271566,691.008659,1047.235184
,343.881208,690.529375,1045.956639
,343.662622,689.460755,1043.30108
,344.387648,688.937676,1039.666984
,344.48429,688.406507,1037.002628
,345.45623,688.72967,1034.036632
,345.816213,688.981933,1033.728673
,345.913056,690.255239,1033.265818
,346.665775,691.281982,1035.052894
,347.301835,692.36659,1036.980518
,347.249625,694.153116,1040.180284
,347.980225,696.226149,1043.963955
,347.911159,697.899686,1047.959255
,348.87307,699.529924,1050.984757
,349.308462,700.718515,1053.489326
,349.359184,702.587057,1054.039023
,350.118212,702.600314,1054.539614
,350.994031,703.469299,1052.844608
,351.305415,703.554745,1051.126208
,351.137912,703.466206,1048.041316
,351.197878,702.452134,1044.348172
,352.272771,702.008304,1042.224481
,352.141186,700.929795,1040.438288
,352.603885,699.793603,1039.798152
,352.599069,698.054675,1039.955004
,352.321555,696.725038,1041.537716
,352.511006,696.415473,1043.565673
,352.080134,695.203006,1047.445347
,352.174939,695.352254,1051.05082
,351.783169,694.619475,1055.140812
,352.4269,694.316552,1058.201016
,351.983958,694.294601,1059.523649
,352.202937,695.664942,1060.465248
,351.785271,697.768043,1060.200516
,351.307513,698.656621,1058.312722
,351.252157,700.486591,1056.218328
,350.89681,702.103929,1053.492283
,350.567771,704.132495,1050.308604
,351.491518,705.613612,1047.723816
,350.183583,706.581242,1046.297605
,349.686218,707.747574,1045.12476
,349.77058,709.535797,1046.092447
,349.353401,709.703691,1048.293465
,350.020498,709.502437,1051.475162
,349.395824,709.573274,1055.090084
,349.161993,709.353002,1058.574543
,349.850849,707.564071,1061.745103
,348.999492,706.426391,1064.802385
,349.6405,705.597692,1066.432434
,349.251959,704.56062,1066.016579
,349.311716,702.679575,1066.089748
,349.590183,701.960699,1063.189863
,350.176606,700.55042,1061.005307
,350.274662,700.940216,1058.283817
,350.623477,700.359174,1055.162782
,350.351582,700.882621,1053.411204
,351.491726,701.064793,1051.432844
,351.817221,701.662415,1051.172519
,352.549468,703.206657,1053.364899
,353.244785,704.942457,1055.375483
,353.679554,706.524201,1058.30387
,354.090818,707.858538,1061.484994
,354.052472,709.567359,1065.18191
,355.231101,711.885517,1068.940749
,354.933285,712.994213,1071.484366
,355.664229,714.465374,1072.23715
,356.750755,714.434117,1072.369684
,356.786199,715.639042,1070.969131
,356.71824,715.779597,1068.487618
,357.427936,715.408567,1066.261991
,357.574794,714.410755,1063.036935
,357.890219,713.956308,1060.249474
,358.884402,712.636282,1058.445217
,358.692365,711.380273,1057.257618
,358.927214,710.219547,1057.765787
,358.402533,709.165547,1059.460066
,358.257185,707.870692,1062.067182
,358.171426,707.032894,1065.364081
,357.988477,706.815272,1069.340248
,358.252133,706.261656,1072.803425
,358.51229,706.53698,1075.711661
,357.608478,706.757753,1078.185295
,358.273689,707.993131,1078.77578
,357.746785,709.346739,1077.550698
,357.914507,711.237167,1076.637936
,357.129782,712.563892,1073.880616
,357.031049,714.529513,1071.348448
,357.212109,716.313167,1068.087912
,356.448061,717.01462,1066.007797
,356.430208,718.917172,1063.680986
,356.314449,720.007141,1063.294638
,355.911709,721.01651,1064.760616
,355.619082,720.344912,1066.477891
,355.750299,721.035627,1068.981645
,355.483729,721.220086,1072.795225
,355.293561,720.624913,1076.247697
,355.581586,719.969498,1079.810224
,354.758453,718.803938,1082.676611
,355.61526,717.700573,1084.252277
,355.76351,716.492243,1084.46253
,355.31739,714.988231,1083.871891
,355.830371,713.835307,1081.768725
,356.187595,713.009055,1079.012934
,356.348969,713.165499,1076.034523
,356.767722,713.200174,1073.191589
,357.020192,712.603585,1070.644777
,357.584771,713.216388,1069.617092
,358.630315,713.375702,1069.432683
,357.927823,715.087813,1070.687804
,359.089235,716.239878,1073.077024
,359.138157,718.342838,1076.530033
,359.631655,719.946773,1080.002611
,360.359945,721.28639,1083.697906
,361.022503,723.468992,1087.023315
,361.78053,724.600642,1089.082568
,361.729575,726.17732,1090.608653
,362.682014,726.722211,1090.135812
,362.502164,727.716992,1088.768512
,363.35784,727.551177,1086.242734
,363.775237,727.146906,1083.81123
,363.927196,726.798603,1081.315776
,363.794672,725.98826,1078.087793
,363.81969,725.42411,1075.923729
,364.281149,723.485046,1075.539212
,364.462103,722.235958,1075.457742
,364.739377,721.081926,1077.093912
,364.763276,720.15791,1080.354978
,364.919935,718.94813,1083.917046
,364.219165,719.027879,1087.332292
,364.67144,718.774973,1090.455175
,364.249988,718.36953,1093.771109
,363.709163,718.918872,1096.115294
,364.369427,719.886465,1096.628666
,363.300921,720.986454,1096.456496
,363.232253,722.238508,1094.685572
,363.440747,724.28774,1091.434701
,362.899143,726.070888,1089.199648
,362.832259,727.97852,1085.983876
,362.899963,729.466021,1083.110756
,362.005774,731.086586,1082.290798
,362.34966,732.347696,1081.911769
,362.285155,733.194116,1082.038076
,361.883222,733.162659,1084.198203
,361.394162,733.673315,1087.59417
,361.854744,733.713366,1090.355407
,361.351283,733.13016,1094.286495
,361.589316,731.940634,1098.105066
,361.343067,730.619681,1100.778025
,361.075355,729.680374,1102.312
,361.650046,727.710952,1102.426508
,361.740524,727.19208,1102.029391
,362.055239,725.590392,1099.807852
,362.648407,724.809168,1096.792217
,362.533625,724.243707,1094.021672
,362.675238,724.316001,1091.010054
,363.152568,724.294567,1088.639795
,363.494607,725.216456,1087.926517
,364.646657,726.139666,1087.373835
,364.876496,727.005192,1088.65352
,365.32018,728.671274,1091.465778
,365.58041,730.008704,1094.518057
,366.221204,732.00469,1097.754826
,366.80328,733.790846,1102.055809
,367.406661,735.147683,1104.749748
,367.489367,737.455512,1106.854485
,368.073763,738.085967,1108.50092
,368.621864,739.117961,1108.581844
,368.867784,739.13227,1107.006629
,368.753869,739.41587,1104.693421
,369.642313,739.300045,1102.535844
,369.671802,739.072986,1098.980132
,370.003354,738.029014,1096.255498
,370.833958,736.739798,1094.278142
,370.132367,735.235289,1093.69004
,370.660294,734.112236,1094.269183
,370.846166,733.404846,1095.342824
,371.335703,732.202059,1098.373438
,370.199771,731.330838,1101.439238
,370.628757,730.832612,1105.498637
,370.813171,729.459323,1108.782933
,371.06721,730.553376,1111.966026
,370.385339,730.896255,1113.991984
,369.535721,731.739399,1114.914088
,369.596679,733.297083,1114.515785
,369.718549,734.626042,1112.358974
,369.039115,736.602295,1109.728877
,368.714079,737.543269,1107.339835
,368.630851,739.675876,1104.182557
,368.423101,741.452679,1101.279138
,368.112489,742.763585,1099.89677
,368.007274,743.73541,1099.141788
,367.936866,745.090311,1100.572279
,367.864615,745.254101,1102.274472
,367.343928,745.641406,1104.775953
,367.06467,745.35438,1108.733162
,367.176604,744.864418,1112.100613
,367.255225,743.639862,1116.131741
,367.486211,742.648648,1118.609392
,367.762097,741.228231,1120.037512
,367.697943,739.848168,1120.802803
,367.997719,739.067731,1119.848489
,367.722848,738.047443,1117.509687
,368.452132,737.198271,1114.919984
,368.447839,737.297155,1112.435848
,368.475559,736.42795,1109.114762
,368.852966,736.630985,1106.267223
,369.671761,737.057949,1105.775788
,370.095943,737.745455,1105.525819
,369.809039,739.256467,1106.927121
,370.86361,740.393001,1109.966367
,370.859031,742.251778,1112.865908
,371.884539,743.700247,1115.714822
,372.638298,745.362034,1120.071184
,373.142549,747.415356,1122.488594
,373.318012,748.692476,1125.572536
,374.037769,750.064414,1126.573008
,374.299729,750.713984,1126.822762
,375.175879,751.183949,1125.039103
,375.095365,751.805687,1122.559668
,375.300405,751.343572,1120.027705
,376.113554,750.574017,1116.985397
,375.99997,749.845508,1114.738645
,376.54289,748.786759,1112.849275
,376.384076,747.477413,1111.644879
,376.270689,746.354177,1111.991156
,376.547549,745.344442,1113.68918
,376.81621,744.511975,1116.403691
,376.653716,743.497292,1119.854894
,376.795756,742.372043,1123.055798
,376.142722,742.648357,1126.871299
,376.8365,742.261672,1129.322123
,375.840166,743.553629,1132.177511
,375.635924,743.709051,1132.415804
,376.26485,745.112776,1132.290462
,375.739769,746.461611,1130.590637
,375.32872,747.72176,1128.131246
,374.860767,750.004456,1125.17167
,374.838187,751.803764,1122.44062
,374.311433,753.662999,1119.039725
,374.058152,754.938849,1117.411408
,374.213102,756.160482,1117.760055
,374.034959,757.839345,1118.560979
,373.73171,757.011175,1120.716879
,373.422363,757.374644,1123.04964
,373.124219,757.525696,1126.807793
,373.386246,756.582478,1130.142265
,372.754293,755.653637,1134.12717
,373.409328,755.004912,1136.397143
,373.235601,753.413963,1138.492866
,373.764748,752.202429,1138.748137
,373.965146,751.005802,1137.744578
,373.616306,749.858081,1135.664403
,374.185625,748.790357,1132.997208
,374.437143,748.408792,1129.562294
,374.515917,748.191476,1127.021871
,374.85742,749.255646,1124.836648
,375.407028,748.740399,1123.951221
,376.787519,750.158439,1123.396406
,376.438924,751.100105,1124.602933
,377.314693,752.616996,1127.493268
,377.92788,754.772621,1130.493928
,377.80223,755.446567,1133.994452
,378.743792,757.922826,1137.629491
,378.855046,759.380018,1140.976109
,379.145012,760.785188,1142.850879
,379.357682,762.213647,1145.029224
,380.050224,762.897314,1144.409068
,380.554358,763.739259,1143.165115
,380.952734,763.266028,1141.098303
,381.635617,763.659571,1138.262355
,381.874105,762.952915,1135.033925
,381.824658,761.904877,1132.136564
,382.235673,760.803324,1130.296366
,382.632849,760.252209,1129.092124
,382.722662,758.12119,1129.747915
,382.439482,757.062454,1131.208328
,383.168207,756.173569,1134.612068
,382.272441,755.016899,1137.154799
,383.078495,754.462309,1141.32755
,382.556289,754.214028,1144.828117
,382.52137,754.329133,1147.813691
,382.818452,755.384263,1149.544846
,382.124553,755.703124,1150.410904
,382.169909,756.909707,1150.239285
,381.496482,758.395825,1148.429218
,381.441776,760.348448,1145.848625
,381.579164,762.042403,1142.989265
,380.414928,763.524354,1139.951093
,380.81664,765.488853,1137.871794
,380.466483,766.714503,1135.833047
,380.224448,767.841799,1135.289129
,379.795427,768.876526,1135.966407
,379.157339,768.890244,1138.213579
,379.412299,769.37859,1141.157118
,379.4757,769.694433,1144.808499
,379.08476,768.990652,1148.56641
,379.074479,767.670687,1151.628764
,379.994365,766.609242,1154.503212
,379.381332,765.433368,1156.010498
,379.763629,764.101647,1156.878444
,379.773116,763.253871,1154.947571
,380.133668,762.169801,1153.943895
,380.365498,761.147654,1150.892665
,380.462769,759.857226,1147.932109
,380.942752,760.386798,1145.043235
,381.199625,761.136574,1142.828858
,381.360979,761.21664,1141.651838
,382.079498,761.895578,1141.393909
,382.253555,763.341644,1142.841104
,383.155355,765.033323,1144.600798
,383.180655,766.170115,1148.3126
,383.935087,768.521288,1152.33067
,384.493793,770.113449,1155.420832
,384.957064,771.910976,1158.318847
,385.305501,773.059907,1161.145601
,385.641832,774.446941,1162.092183
,386.542076,775.321082,1162.121009
,387.411539,774.648976,1160.873079
,387.355742,775.609068,1158.696682
,387.925291,775.184165,1156.026808
,387.849565,774.734735,1153.533637
,388.26856,773.47116,1150.268822
,388.693714,773.210634,1148.583581
,388.645149,771.294702,1147.78457
,387.874399,770.322206,1147.792887
,388.366691,769.061818,1149.729906
,389.096773,767.509882,1151.9906
,388.477179,767.222803,1155.780393
,388.700774,766.714802,1158.930549
,389.430975,766.688775,1163.061106
,388.789095,766.57043,1165.727084
,388.273502,766.94656,1167.902517
,388.050082,767.935158,1167.985134
,387.574693,768.870796,1168.227891
,387.966791,770.737279,1166.86858
,386.749225,772.344833,1164.223519
,386.833472,774.143844,1160.938862
,386.114074,775.918098,1158.300344
,386.478276,777.594763,1155.722226
,386.298629,778.676931,1153.398228
,386.074117,779.723845,1153.622587
,385.511286,780.800463,1154.671348
,385.570235,781.715443,1156.391174
,385.543012,781.854241,1158.833009
,385.265094,781.491538,1162.345058
,385.645149,780.895725,1166.559806
,385.480704,779.764995,1170.13993
,385.380296,779.138612,1172.897685
,386.274806,778.181167,1174.133086
,384.726268,775.960671,1174.465462
,385.748927,774.771589,1173.432981
,385.575927,774.066674,1171.488048
,386.058093,772.589162,1169.143197
,386.389932,772.27023,1166.214317
,386.607529,772.294565,1163.112861
,386.807109,772.481341,1160.459097
,387.609488,772.767114,1159.577876
,387.410934,774.053566,1159.51296
,388.516517,775.431547,1160.681851
,389.302696,776.900948,1162.667815
,389.716074,778.646976,1166.448661
,390.075961,779.388512,1169.825224
,390.939422,781.833306,1173.768727
,391.41543,783.691025,1176.745051
,391.37787,784.480429,1179.440581
,391.65863,785.531594,1179.755404
,392.039071,787.241827,1180.77439
,392.699577,787.518599,1179.239073
,392.999878,787.409722,1176.928345
,393.658703,787.319969,1173.832633
,394.136672,787.255654,1170.523746
,394.524578,785.980831,1167.997145
,394.612641,784.42383,1166.628465
,394.187822,783.846699,1165.801396
,395.024131,782.450428,1165.659015
,394.216171,781.078524,1166.935994
,394.48984,779.896329,1170.130574
,395.356344,779.591782,1174.087342
,394.685321,778.595433,1177.407401
,394.714892,778.286682,1180.942393
,393.934286,778.201962,1183.975174
,394.139558,779.124193,1185.794142
,393.873331,779.739818,1186.713171
,393.571443,781.825503,1185.909098
,393.38322,781.982626,1184.208686
,393.437216,783.976507,1181.925467
,393.134446,786.228203,1178.586512
,392.969273,788.055323,1175.342805
,392.547432,789.537577,1173.049408
,391.880653,791.044265,1172.300288
,391.703828,791.790584,1171.633683
,391.720321,793.141094,1172.429371
,391.297653,793.665237,1173.993319
,391.599932,793.628436,1176.774967
,390.523453,793.34639,1180.532258
,391.453952,793.169014,1184.391022
,391.903319,791.734518,1187.773186
,391.078866,791.011802,1190.473951
,391.169463,790.331179,1192.010425
,391.31925,788.187666,1192.847194
,391.731301,787.083546,1191.636857
,391.874142,785.794837,1189.939434
,392.255243,785.166628,1186.941138
,393.246554,784.412938,1184.224199
,392.867146,784.625219,1180.816706
,393.31978,784.578339,1178.829667
,393.101527,785.078277,1177.525745
,393.938,785.863787,1177.806673
,394.92955,787.058969,1179.034183
,394.80328,788.854196,1181.406902
,395.438366,790.277698,1184.402965
,396.173503,791.701693,1187.750308
,396.727518,793.514065,1191.43739
,397.29906,795.583245,1194.899699
,397.622375,796.639382,1197.097155
,398.343288,798.978552,1198.727238
,398.064567,799.175776,1198.534816
,398.514654,799.590778,1196.800287
,399.245603,799.598633,1194.404824
,399.700021,799.379812,1191.899937
,399.927738,798.258685,1188.485773
,400.301834,798.136616,1186.545721
,399.880163,796.918201,1183.996912
,400.974891,795.338707,1183.399938
,400.245936,794.392479,1183.906619
,400.743739,793.09763,1185.390497
,400.345435,792.362432,1188.462453
,400.562821,791.285185,1191.260157
,400.671976,790.527844,1195.633061
,400.651898,790.46541,1199.061455
,400.889205,790.909752,1201.416181
,400.173801,791.34066,1203.763309
,400.079927,791.7077,1204.64082
,399.71689,793.144778,1204.325589
,399.046788,794.95583,1202.714706
,399.109159,795.858857,1199.603478
,399.329732,798.553115,1196.474183
,399.270865,799.803408,1194.182846
,398.936094,801.295108,1191.711572
,398.023223,802.610438,1189.901614
,398.167586,804.242533,1189.743629
,397.281966,804.641942,1190.415997
,397.772845,804.761747,1192.378858
,397.52551,805.628658,1194.926363
,397.275248,805.297196,1198.791198
,397.20614,805.082599,1202.886476
,397.432935,803.733775,1205.946741
,397.825844,802.665729,1208.537699
,397.805217,801.580962,1209.874494
,397.61699,800.220724,1210.487908
,398.108118,798.982446,1209.787778
,397.974463,797.641053,1208.18963
,398.717551,797.316594,1204.706046
,399.238491,796.450208,1202.092099
,398.845821,796.22478,1198.840878
,399.608258,796.436111,1197.097782
,399.153754,796.663577,1195.340913
,399.961606,798.098676,1195.540822
,400.995625,799.524124,1196.858392
,400.968951,800.58751,1199.400146
,401.789484,802.201255,1202.560718
,401.661296,803.795908,1205.982653
,402.189815,805.361795,1210.184722
,402.998338,807.195241,1212.581039
,403.866321,808.674431,1215.159826
,403.669768,809.895931,1216.462261
,404.305537,811.3367,1216.576786
,404.747814,811.328705,1215.071144
,405.193438,811.620508,1212.547601
,405.32468,811.37033,1210.161672
,405.332749,810.755227,1207.294141
,405.881271,809.858548,1204.167396
,405.849795,809.030672,1202.67653
,406.490112,807.327068,1201.30785
,406.729278,806.445994,1201.521987
,407.16834,804.967206,1204.296182
,406.660609,804.287147,1205.441679
,406.194248,803.015337,1209.682472
,406.538882,802.895556,1213.552191
,406.614899,801.904834,1217.002431
,406.536243,802.773798,1220.027617
,406.114974,802.822577,1222.132089
,405.817754,804.350495,1222.760867
,405.450389,804.544358,1221.973648
,405.679709,806.477632,1220.16077
,404.940627,808.406956,1217.62407
,405.587268,809.917369,1214.577808
,404.928457,812.18527,1212.535504
,404.357743,813.527884,1209.655761
,404.593675,814.96125,1208.045822
,403.794354,815.805751,1207.281468
,403.716422,817.407292,1208.313546
,403.160144,817.617968,1210.13216
,403.492248,817.338436,1213.543669
,403.452984,817.265802,1216.391275
,403.384189,817.19921,1220.821117
,403.294824,815.846641,1223.58517
,402.924392,815.060982,1226.499928
,403.357906,813.252357,1228.308866
,403.503932,812.810031,1228.892314
,403.953287,810.587641,1227.329948
,404.383167,810.378212,1225.863888
,403.95822,809.358336,1223.151735
,405.154562,808.204862,1220.04265
,405.006792,807.839102,1217.236815
,405.118204,808.316865,1214.775941
,405.903809,808.771961,1213.638994
,406.400829,810.595389,1213.57481
,406.508228,811.250171,1215.396444
,406.323666,813.009296,1217.6826
,407.731759,814.459847,1220.299334
,408.222624,815.975708,1224.423704
,408.487329,817.91755,1227.534944
,408.31637,819.152006,1230.947505
,409.707299,821.041516,1233.192555
,410.161846,821.76607,1234.311889
,410.25127,822.676404,1234.584861
,410.622874,823.864173,1232.794453
,411.252652,823.714693,1230.591676
,411.343143,823.548998,1227.788167
,411.284,823.386353,1225.500882
,412.109462,821.531457,1222.850682
,412.448445,820.931777,1220.500416
,412.788048,819.909464,1219.807251
,412.512195,818.297926,1219.547427
,412.777979,817.278411,1221.442825
,412.064574,815.847991,1223.997907
,412.745269,815.065974,1227.604917
,412.569454,814.389824,1231.740836
,413.134601,814.353146,1234.415907
,411.657787,814.468111,1237.166113
,412.14866,815.71627,1240.035132
,411.738534,815.72289,1240.150066
,411.467805,817.537264,1240.396686
,411.539727,818.546848,1238.315834
,411.327562,820.594812,1235.857676
,411.76487,821.815668,1232.618907
,410.323728,823.831553,1230.78575
,410.40653,825.226975,1227.702407
,410.864903,827.303526,1226.0046
,409.59327,828.105379,1225.196719
,410.161658,829.170034,1226.01516
,409.299026,829.363434,1228.221024
,409.392036,830.3857,1231.205329
,410.016015,829.277548,1234.584757
,409.022662,828.913233,1238.498392
,409.044284,828.073851,1241.728964
,409.246487,826.615553,1244.53813
,409.590291,825.981442,1245.881745
,409.303963,824.171988,1246.391793
,410.178493,823.22103,1245.792806
,409.625205,822.140386,1243.440278
,410.371254,821.127621,1241.230131
,411.061192,820.386726,1238.052417
,411.400522,820.585211,1235.024987
,411.074383,820.442345,1232.941282
,411.152777,820.578172,1231.411829
,412.091766,822.49623,1231.633926
,412.611901,823.135027,1232.737287
,413.073375,824.967241,1234.68992
,413.355255,826.191025,1238.488003
,414.008199,828.452778,1241.872818
,414.767629,829.484464,1245.559351
,414.907347,830.891295,1248.99356
